episode,success,sim_steps,VFE_post_run,noise_stddev,agent_num
35,True,485,4.641684055328369,"[0.05, 0.05]",6
36,True,365,4.974009990692139,"[0.05, 0.05]",6
37,True,426,5.426393985748291,"[0.05, 0.05]",6
38,True,482,5.308725357055664,"[0.05, 0.05]",6
39,True,551,5.053226947784424,"[0.05, 0.05]",6
0,False,999,43.423057556152344,"[0.05, 0.05]",8
1,True,881,33.38739013671875,"[0.05, 0.05]",8
2,True,522,26.54576301574707,"[0.05, 0.05]",8
3,True,124,28.09292984008789,"[0.05, 0.05]",8
4,True,281,22.460018157958984,"[0.05, 0.05]",8
5,True,215,23.709522247314453,"[0.05, 0.05]",8
6,True,509,15.489456176757812,"[0.05, 0.05]",8
7,True,429,6.528103351593018,"[0.05, 0.05]",8
8,True,414,11.509655952453613,"[0.05, 0.05]",8
9,True,350,9.568941116333008,"[0.05, 0.05]",8
10,True,314,7.095787525177002,"[0.05, 0.05]",8
11,True,230,8.398728370666504,"[0.05, 0.05]",8
12,True,188,7.762456893920898,"[0.05, 0.05]",8
13,True,353,6.366730213165283,"[0.05, 0.05]",8
14,True,208,9.27021598815918,"[0.05, 0.05]",8
15,True,825,7.594529151916504,"[0.05, 0.05]",8
16,True,485,4.468692302703857,"[0.05, 0.05]",8
17,True,245,6.743475914001465,"[0.05, 0.05]",8
18,True,303,7.558781147003174,"[0.05, 0.05]",8
19,True,257,5.769781112670898,"[0.05, 0.05]",8
20,True,326,4.534365653991699,"[0.05, 0.05]",8
21,True,310,5.319437026977539,"[0.05, 0.05]",8
22,True,144,6.76368522644043,"[0.05, 0.05]",8
23,True,558,4.50932502746582,"[0.05, 0.05]",8
24,True,167,5.3250226974487305,"[0.05, 0.05]",8
25,True,338,5.488161563873291,"[0.05, 0.05]",8
26,True,262,5.554080486297607,"[0.05, 0.05]",8
27,True,558,5.1624836921691895,"[0.05, 0.05]",8
28,True,371,4.52925443649292,"[0.05, 0.05]",8
29,True,441,6.912315845489502,"[0.05, 0.05]",8
30,True,268,5.410425662994385,"[0.05, 0.05]",8
31,True,151,4.91616153717041,"[0.05, 0.05]",8
32,True,240,5.169475555419922,"[0.05, 0.05]",8
33,True,209,5.628859996795654,"[0.05, 0.05]",8
34,True,150,5.768738746643066,"[0.05, 0.05]",8
35,False,999,5.412060737609863,"[0.05, 0.05]",8
36,True,288,5.547779560089111,"[0.05, 0.05]",8
37,True,698,4.748231887817383,"[0.05, 0.05]",8
38,False,999,3.992501974105835,"[0.05, 0.05]",8
39,True,188,5.863954067230225,"[0.05, 0.05]",8
0,False,999,42.98347091674805,"[0.05, 0.05]",4
1,True,823,27.799728393554688,"[0.05, 0.05]",4
2,True,642,16.355228424072266,"[0.05, 0.05]",4
3,True,580,14.4519624710083,"[0.05, 0.05]",4
4,True,843,9.681462287902832,"[0.05, 0.05]",4
5,False,999,7.606635570526123,"[0.05, 0.05]",4
6,True,322,6.205419540405273,"[0.05, 0.05]",4
7,True,214,6.821789741516113,"[0.05, 0.05]",4
8,True,157,9.626988410949707,"[0.05, 0.05]",4
9,True,173,6.187803745269775,"[0.05, 0.05]",4
10,True,251,4.97728967666626,"[0.05, 0.05]",4
11,True,254,6.7888312339782715,"[0.05, 0.05]",4
12,True,244,7.134360313415527,"[0.05, 0.05]",4
13,True,238,6.4283270835876465,"[0.05, 0.05]",4
14,True,429,4.802398681640625,"[0.05, 0.05]",4
15,True,268,8.338371276855469,"[0.05, 0.05]",4
16,True,197,5.19148063659668,"[0.05, 0.05]",4
17,True,238,5.747063159942627,"[0.05, 0.05]",4
18,True,374,7.055920124053955,"[0.05, 0.05]",4
19,True,241,5.21204137802124,"[0.05, 0.05]",4
20,True,227,5.392098903656006,"[0.05, 0.05]",4
21,True,311,5.05556058883667,"[0.05, 0.05]",4
22,True,349,6.913943767547607,"[0.05, 0.05]",4
23,True,396,5.718015193939209,"[0.05, 0.05]",4
24,True,238,5.630471229553223,"[0.05, 0.05]",4
25,True,233,4.698670864105225,"[0.05, 0.05]",4
26,True,445,5.151599407196045,"[0.05, 0.05]",4
27,True,326,4.938665866851807,"[0.05, 0.05]",4
28,True,213,5.410832405090332,"[0.05, 0.05]",4
29,True,235,6.466360092163086,"[0.05, 0.05]",4
30,True,212,4.929855823516846,"[0.05, 0.05]",4
31,True,205,5.499520778656006,"[0.05, 0.05]",4
32,True,204,5.637933254241943,"[0.05, 0.05]",4
33,False,999,4.166617393493652,"[0.05, 0.05]",4
34,False,999,3.845926523208618,"[0.05, 0.05]",4
35,True,386,5.938661575317383,"[0.05, 0.05]",4
36,True,381,4.49166202545166,"[0.05, 0.05]",4
37,True,444,5.0421295166015625,"[0.05, 0.05]",4
38,True,374,4.590403079986572,"[0.05, 0.05]",4
39,True,363,4.952268123626709,"[0.05, 0.05]",4
0,False,999,47.37326431274414,"[0.05, 0.05]",2
1,False,999,28.809036254882812,"[0.05, 0.05]",2
2,False,999,20.34959602355957,"[0.05, 0.05]",2
3,True,657,16.666606903076172,"[0.05, 0.05]",2
4,True,510,9.475885391235352,"[0.05, 0.05]",2
5,True,131,11.982805252075195,"[0.05, 0.05]",2
6,True,320,9.333592414855957,"[0.05, 0.05]",2
7,True,223,9.057218551635742,"[0.05, 0.05]",2
8,True,651,8.412635803222656,"[0.05, 0.05]",2
9,True,559,7.773397922515869,"[0.05, 0.05]",2
10,True,600,5.031055927276611,"[0.05, 0.05]",2
11,True,369,8.203619003295898,"[0.05, 0.05]",2
12,True,385,6.320537090301514,"[0.05, 0.05]",2
13,True,177,6.944190979003906,"[0.05, 0.05]",2
14,True,158,6.502636432647705,"[0.05, 0.05]",2
15,True,203,6.328364849090576,"[0.05, 0.05]",2
16,True,233,6.272257328033447,"[0.05, 0.05]",2
17,True,330,6.3241963386535645,"[0.05, 0.05]",2
18,True,504,4.3269171714782715,"[0.05, 0.05]",2
19,True,322,6.238121509552002,"[0.05, 0.05]",2
20,True,479,5.104302406311035,"[0.05, 0.05]",2
21,True,256,5.321603775024414,"[0.05, 0.05]",2
22,True,286,5.196722507476807,"[0.05, 0.05]",2
23,True,188,5.292496204376221,"[0.05, 0.05]",2
24,True,342,5.717160701751709,"[0.05, 0.05]",2
25,True,254,4.923511981964111,"[0.05, 0.05]",2
26,True,579,5.803933143615723,"[0.05, 0.05]",2
27,True,155,6.172800540924072,"[0.05, 0.05]",2
28,True,364,5.022873878479004,"[0.05, 0.05]",2
29,True,286,7.065253734588623,"[0.05, 0.05]",2
30,True,505,4.377095699310303,"[0.05, 0.05]",2
31,True,267,5.712005615234375,"[0.05, 0.05]",2
32,True,470,5.7972331047058105,"[0.05, 0.05]",2
33,True,264,6.258537769317627,"[0.05, 0.05]",2
34,True,218,5.080572128295898,"[0.05, 0.05]",2
35,True,276,4.998528480529785,"[0.05, 0.05]",2
36,True,196,5.30064582824707,"[0.05, 0.05]",2
37,True,262,5.945542812347412,"[0.05, 0.05]",2
38,False,999,5.758500576019287,"[0.05, 0.05]",2
39,True,496,4.2840576171875,"[0.05, 0.05]",2
0,False,999,35.80935287475586,"[0.05, 0.05]",5
1,True,396,31.426509857177734,"[0.05, 0.05]",5
2,True,886,32.951412200927734,"[0.05, 0.05]",5
3,True,251,15.50342082977295,"[0.05, 0.05]",5
4,True,201,34.18431091308594,"[0.05, 0.05]",5
5,True,387,18.60317039489746,"[0.05, 0.05]",5
6,True,197,12.640948295593262,"[0.05, 0.05]",5
7,True,210,9.271484375,"[0.05, 0.05]",5
8,True,297,12.51979923248291,"[0.05, 0.05]",5
9,True,956,8.3417329788208,"[0.05, 0.05]",5
10,True,461,4.394049644470215,"[0.05, 0.05]",5
11,True,478,7.657387733459473,"[0.05, 0.05]",5
12,True,643,5.008779525756836,"[0.05, 0.05]",5
13,True,316,7.271873950958252,"[0.05, 0.05]",5
14,True,258,4.848442077636719,"[0.05, 0.05]",5
15,True,202,5.935702323913574,"[0.05, 0.05]",5
16,True,260,5.733492851257324,"[0.05, 0.05]",5
17,True,531,5.598761081695557,"[0.05, 0.05]",5
18,True,327,5.047785758972168,"[0.05, 0.05]",5
19,True,142,5.313016414642334,"[0.05, 0.05]",5
20,True,394,7.124198913574219,"[0.05, 0.05]",5
21,True,255,5.574436187744141,"[0.05, 0.05]",5
22,True,225,5.168227195739746,"[0.05, 0.05]",5
23,True,420,5.3603949546813965,"[0.05, 0.05]",5
24,True,245,5.476645469665527,"[0.05, 0.05]",5
25,True,586,5.750049114227295,"[0.05, 0.05]",5
26,True,221,5.15032434463501,"[0.05, 0.05]",5
27,True,128,5.067541122436523,"[0.05, 0.05]",5
28,True,474,5.565274715423584,"[0.05, 0.05]",5
29,False,999,4.234910488128662,"[0.05, 0.05]",5
30,True,858,4.6994452476501465,"[0.05, 0.05]",5
31,True,530,4.159850120544434,"[0.05, 0.05]",5
32,True,272,5.373208522796631,"[0.05, 0.05]",5
33,False,999,4.3370513916015625,"[0.05, 0.05]",5
34,True,414,5.031040668487549,"[0.05, 0.05]",5
35,True,519,5.259001731872559,"[0.05, 0.05]",5
36,True,230,5.041933536529541,"[0.05, 0.05]",5
37,True,243,5.273096084594727,"[0.05, 0.05]",5
38,True,243,4.748812198638916,"[0.05, 0.05]",5
39,False,999,4.126504898071289,"[0.05, 0.05]",5
0,True,425,78.97490692138672,"[0.05, 0.05]",9
1,False,999,39.401153564453125,"[0.05, 0.05]",9
2,False,999,33.009883880615234,"[0.05, 0.05]",9
3,True,191,17.64874839782715,"[0.05, 0.05]",9
4,True,632,15.836169242858887,"[0.05, 0.05]",9
5,True,156,13.52695083618164,"[0.05, 0.05]",9
6,False,999,9.905052185058594,"[0.05, 0.05]",9
7,True,335,7.644484519958496,"[0.05, 0.05]",9
8,True,187,7.808903694152832,"[0.05, 0.05]",9
9,True,220,8.533940315246582,"[0.05, 0.05]",9
10,True,171,8.341718673706055,"[0.05, 0.05]",9
11,True,432,5.803070068359375,"[0.05, 0.05]",9
12,True,684,7.996411323547363,"[0.05, 0.05]",9
13,True,624,6.7140116691589355,"[0.05, 0.05]",9
14,True,292,4.715373516082764,"[0.05, 0.05]",9
15,True,363,7.225222110748291,"[0.05, 0.05]",9
16,True,457,8.236932754516602,"[0.05, 0.05]",9
17,False,999,4.994912147521973,"[0.05, 0.05]",9
18,True,350,7.24013614654541,"[0.05, 0.05]",9
19,True,352,5.946513652801514,"[0.05, 0.05]",9
20,True,344,6.7439446449279785,"[0.05, 0.05]",9
21,True,284,5.386294841766357,"[0.05, 0.05]",9
22,False,999,6.080456256866455,"[0.05, 0.05]",9
23,True,478,4.413173675537109,"[0.05, 0.05]",9
24,False,999,5.783811569213867,"[0.05, 0.05]",9
25,False,999,4.414653778076172,"[0.05, 0.05]",9
26,True,294,4.721632480621338,"[0.05, 0.05]",9
27,True,293,5.959647178649902,"[0.05, 0.05]",9
28,True,627,4.46445894241333,"[0.05, 0.05]",9
29,True,305,5.940436363220215,"[0.05, 0.05]",9
30,True,293,6.017143249511719,"[0.05, 0.05]",9
31,True,148,4.886110782623291,"[0.05, 0.05]",9
32,True,315,5.535068511962891,"[0.05, 0.05]",9
33,True,430,4.9031171798706055,"[0.05, 0.05]",9
34,True,379,4.62261438369751,"[0.05, 0.05]",9
35,True,193,4.891294956207275,"[0.05, 0.05]",9
36,True,240,6.037456512451172,"[0.05, 0.05]",9
37,True,479,4.785696029663086,"[0.05, 0.05]",9
38,True,371,4.9437079429626465,"[0.05, 0.05]",9
39,True,875,4.158432960510254,"[0.05, 0.05]",9
0,True,980,49.94263458251953,"[0.05, 0.05]",1
1,True,563,39.45305633544922,"[0.05, 0.05]",1
2,True,120,47.27313995361328,"[0.05, 0.05]",1
3,True,594,32.769752502441406,"[0.05, 0.05]",1
4,True,172,18.98459243774414,"[0.05, 0.05]",1
5,True,467,16.37250518798828,"[0.05, 0.05]",1
6,True,425,11.36867618560791,"[0.05, 0.05]",1
7,True,184,16.732877731323242,"[0.05, 0.05]",1
8,True,444,15.823810577392578,"[0.05, 0.05]",1
9,True,258,11.119085311889648,"[0.05, 0.05]",1
10,True,225,10.88187026977539,"[0.05, 0.05]",1
11,True,203,7.452556133270264,"[0.05, 0.05]",1
12,True,149,10.134819030761719,"[0.05, 0.05]",1
13,True,258,8.197903633117676,"[0.05, 0.05]",1
14,True,243,8.73783016204834,"[0.05, 0.05]",1
15,False,999,7.2014055252075195,"[0.05, 0.05]",1
16,True,918,6.5301713943481445,"[0.05, 0.05]",1
17,True,453,6.585899353027344,"[0.05, 0.05]",1
18,True,860,5.213302135467529,"[0.05, 0.05]",1
19,True,175,6.028864860534668,"[0.05, 0.05]",1
20,True,194,5.514651298522949,"[0.05, 0.05]",1
21,True,337,5.5269036293029785,"[0.05, 0.05]",1
22,True,382,5.517803192138672,"[0.05, 0.05]",1
23,False,999,4.6260223388671875,"[0.05, 0.05]",1
24,True,574,4.627473831176758,"[0.05, 0.05]",1
25,False,999,4.632861614227295,"[0.05, 0.05]",1
26,False,999,4.62009334564209,"[0.05, 0.05]",1
27,True,294,5.13817834854126,"[0.05, 0.05]",1
28,True,141,4.7843546867370605,"[0.05, 0.05]",1
29,True,252,6.9000725746154785,"[0.05, 0.05]",1
30,False,999,5.535499095916748,"[0.05, 0.05]",1
31,True,424,5.688127040863037,"[0.05, 0.05]",1
32,False,999,4.825858116149902,"[0.05, 0.05]",1
33,True,702,4.522377967834473,"[0.05, 0.05]",1
34,True,551,4.3050923347473145,"[0.05, 0.05]",1
35,False,999,4.094520568847656,"[0.05, 0.05]",1
36,True,139,5.2754316329956055,"[0.05, 0.05]",1
37,True,380,4.918372631072998,"[0.05, 0.05]",1
38,True,530,5.38193416595459,"[0.05, 0.05]",1
39,True,622,5.3729329109191895,"[0.05, 0.05]",1
0,False,999,25.955669403076172,"[0.05, 0.05]",3
1,False,999,39.82059097290039,"[0.05, 0.05]",3
2,False,999,18.527475357055664,"[0.05, 0.05]",3
3,False,999,7.249320030212402,"[0.05, 0.05]",3
4,True,260,8.54450798034668,"[0.05, 0.05]",3
5,False,999,7.0315399169921875,"[0.05, 0.05]",3
6,True,811,7.095920562744141,"[0.05, 0.05]",3
7,False,999,5.807542324066162,"[0.05, 0.05]",3
8,False,999,5.093526363372803,"[0.05, 0.05]",3
9,True,656,4.1681647300720215,"[0.05, 0.05]",3
10,True,718,4.7721781730651855,"[0.05, 0.05]",3
11,True,766,6.465202808380127,"[0.05, 0.05]",3
12,True,150,5.340587615966797,"[0.05, 0.05]",3
13,True,327,5.190825939178467,"[0.05, 0.05]",3
14,True,746,6.027106285095215,"[0.05, 0.05]",3
15,True,210,5.854493618011475,"[0.05, 0.05]",3
16,True,724,5.5431976318359375,"[0.05, 0.05]",3
17,True,938,4.936783313751221,"[0.05, 0.05]",3
18,True,198,5.362725734710693,"[0.05, 0.05]",3
19,True,163,5.119274616241455,"[0.05, 0.05]",3
20,True,246,5.039976119995117,"[0.05, 0.05]",3
21,True,333,4.708403587341309,"[0.05, 0.05]",3
22,True,925,4.8864850997924805,"[0.05, 0.05]",3
23,False,999,4.243781566619873,"[0.05, 0.05]",3
24,True,275,5.573947429656982,"[0.05, 0.05]",3
25,True,227,4.847780227661133,"[0.05, 0.05]",3
26,True,494,4.615424633026123,"[0.05, 0.05]",3
27,True,219,6.129875659942627,"[0.05, 0.05]",3
28,True,408,4.686999797821045,"[0.05, 0.05]",3
29,True,542,4.469720363616943,"[0.05, 0.05]",3
30,True,204,5.421292304992676,"[0.05, 0.05]",3
31,True,239,5.272059440612793,"[0.05, 0.05]",3
32,True,202,4.451480865478516,"[0.05, 0.05]",3
33,True,502,4.7988409996032715,"[0.05, 0.05]",3
34,True,234,5.526524543762207,"[0.05, 0.05]",3
35,True,200,4.984479904174805,"[0.05, 0.05]",3
36,True,192,4.642243385314941,"[0.05, 0.05]",3
37,True,504,4.4118242263793945,"[0.05, 0.05]",3
38,True,233,4.94003438949585,"[0.05, 0.05]",3
39,True,498,5.461126804351807,"[0.05, 0.05]",3
