,episode,success,sim_steps,noise_stddev,total_reward,agent_time_ratio,agent_id
285,135,False,999,"[0, 0]",-0.3238108380364172,6,1
286,136,False,999,"[0, 0]",-0.7224327533872776,6,1
287,137,False,999,"[0, 0]",-0.5068485970936518,6,1
288,138,False,999,"[0, 0]",-0.24126656276458214,6,1
289,139,False,999,"[0, 0]",-0.5096781297198626,6,1
290,140,False,999,"[0, 0]",-0.07727111794927805,6,1
291,141,False,999,"[0, 0]",-1.6237881069556797,6,1
292,142,False,999,"[0, 0]",-0.19960081859597434,6,1
293,143,False,999,"[0, 0]",-0.6756947006992251,6,1
294,144,False,999,"[0, 0]",-0.036430561245162606,6,1
295,145,False,999,"[0, 0]",-0.4144827940832242,6,1
296,146,False,999,"[0, 0]",-0.20960552522313491,6,1
297,147,False,999,"[0, 0]",-0.3497989832701639,6,1
298,148,False,999,"[0, 0]",-0.19448739822926658,6,1
299,149,False,999,"[0, 0]",-0.6751435621179007,6,1
300,0,False,999,"[0, 0]",-1.9066015962598706,6,2
301,1,False,999,"[0, 0]",-0.30418503249404893,6,2
302,2,False,999,"[0, 0]",-0.805792766216968,6,2
303,3,False,999,"[0, 0]",-0.39616148035296833,6,2
304,4,False,999,"[0, 0]",-0.2904392116508859,6,2
305,5,False,999,"[0, 0]",-0.18818717807044108,6,2
306,6,False,999,"[0, 0]",-0.30301971290234986,6,2
307,7,False,999,"[0, 0]",-0.7157586572326189,6,2
308,8,False,999,"[0, 0]",-0.7399227140676219,6,2
309,9,False,999,"[0, 0]",-0.10159829389912908,6,2
310,10,False,999,"[0, 0]",-0.06909648562712906,6,2
311,11,False,999,"[0, 0]",-0.8956004426131525,6,2
312,12,False,999,"[0, 0]",-0.04127571904309714,6,2
313,13,False,999,"[0, 0]",-0.08743311630268799,6,2
314,14,False,999,"[0, 0]",-1.1191808708437017,6,2
315,15,False,999,"[0, 0]",-0.18438414043177487,6,2
316,16,False,999,"[0, 0]",-0.2880247998440324,6,2
317,17,False,999,"[0, 0]",-0.5128378961137405,6,2
318,18,False,999,"[0, 0]",-0.8558976735033411,6,2
319,19,False,999,"[0, 0]",-0.10525733298229714,6,2
320,20,False,999,"[0, 0]",-0.5029702640417011,6,2
321,21,False,999,"[0, 0]",-0.7371500890768851,6,2
322,22,False,999,"[0, 0]",-0.24044345229844893,6,2
323,23,False,999,"[0, 0]",-0.3469419774896295,6,2
324,24,False,999,"[0, 0]",-0.6838063090234605,6,2
325,25,False,999,"[0, 0]",-2.389352685628803,6,2
326,26,False,999,"[0, 0]",-0.23792035415496676,6,2
327,27,False,999,"[0, 0]",-0.0919397185488075,6,2
328,28,False,999,"[0, 0]",-0.2501170112500383,6,2
329,29,False,999,"[0, 0]",-0.6549643089337049,6,2
330,30,False,999,"[0, 0]",-0.9314268261441813,6,2
331,31,False,999,"[0, 0]",-0.27652010689474543,6,2
332,32,False,999,"[0, 0]",-0.11697888540378137,6,2
333,33,False,999,"[0, 0]",-0.585090478350319,6,2
334,34,False,999,"[0, 0]",-0.14913803856752952,6,2
335,35,False,999,"[0, 0]",-0.11741682069557531,6,2
336,36,False,999,"[0, 0]",-0.34489070226207286,6,2
337,37,False,999,"[0, 0]",-0.19737623199425375,6,2
338,38,False,999,"[0, 0]",-0.13378785696500925,6,2
339,39,False,999,"[0, 0]",-0.6677661830145778,6,2
340,40,False,999,"[0, 0]",-1.147017782570056,6,2
341,41,False,999,"[0, 0]",-0.9884850253859653,6,2
342,42,False,999,"[0, 0]",-0.35180000698657626,6,2
343,43,False,999,"[0, 0]",-0.8197092609809382,6,2
344,44,False,999,"[0, 0]",-0.674162095642031,6,2
345,45,False,999,"[0, 0]",-1.0292708560624102,6,2
346,46,False,999,"[0, 0]",-0.23272370925911962,6,2
347,47,False,999,"[0, 0]",-0.13246552769007147,6,2
348,48,False,999,"[0, 0]",-0.16764384827139664,6,2
349,49,False,999,"[0, 0]",-0.9746783788537127,6,2
350,50,False,999,"[0, 0]",-0.10744539323919633,6,2
351,51,False,999,"[0, 0]",-0.246912870482811,6,2
352,52,False,999,"[0, 0]",-0.44661335714779,6,2
353,53,False,999,"[0, 0]",-0.08979581243943303,6,2
