,reward,timesteps,num_actions,run_num,agent_id
187,96.82657761277541,258,43,9,0
188,95.07387510982518,432,72,9,0
189,95.37399506384705,372,62,9,0
190,93.00778341686689,612,102,9,0
191,96.3972145109739,288,48,9,0
192,95.06377672692244,426,71,9,0
193,93.14672523288584,606,101,9,0
194,92.5306448816099,684,114,9,0
195,95.99968352595648,336,56,9,0
196,92.70441429016611,672,112,9,0
197,95.03152245395357,426,71,9,0
198,91.83724877023532,762,127,9,0
199,96.89121356685068,252,42,9,0
200,96.3888763404875,264,44,10,0
201,92.77037639246785,540,90,10,0
202,91.05209780693698,696,116,10,0
203,94.78719690614886,378,63,10,0
204,95.08812280754833,360,60,10,0
205,93.95515141155936,450,75,10,0
206,91.07827967755267,690,115,10,0
207,91.08625411734718,666,111,10,0
208,94.06038384907873,444,74,10,0
209,93.12447010642715,528,88,10,0
210,89.80077713367893,792,132,10,0
211,95.24909102846225,354,59,10,0
212,89.47078361695151,816,136,10,0
213,93.09885556107726,528,88,10,0
214,91.02448064471388,696,116,10,0
215,93.09940282757185,528,88,10,0
216,94.06376946957161,444,74,10,0
217,95.22210495145849,354,59,10,0
218,93.9657905604218,450,75,10,0
219,92.04498362221966,612,102,10,0
220,94.24226867006286,390,65,11,0
221,92.04426299121018,552,92,11,0
222,87.49333169702983,888,148,11,0
223,90.93069552188186,636,106,11,0
224,94.31121363518878,384,64,11,0
225,89.97833525248939,708,118,11,0
226,94.421145466645,378,63,11,0
227,89.71475953404305,720,120,11,0
228,92.06930776597473,552,92,11,0
229,91.01282949552753,630,105,11,0
230,94.54425939305374,372,62,11,0
231,93.49410193710327,450,75,11,0
232,88.26580900904713,822,137,11,0
233,94.54609363518131,372,62,11,0
234,93.40641026281624,456,76,11,0
235,87.36948737293382,894,149,11,0
236,88.42608294937018,816,136,11,0
237,93.17619060193043,468,78,11,0
238,-13.91523257011216,1002,167,11,0
239,92.10612419697614,546,91,11,0
240,-14.61495807716706,1002,167,12,0
241,86.15367264937701,924,154,12,0
242,88.98016605139046,738,123,12,0
243,-14.781853396639942,1002,167,12,0
244,90.00956401130287,660,110,12,0
245,86.46494434881255,906,151,12,0
246,-14.846907420953915,1002,167,12,0
247,88.43320579004765,768,128,12,0
248,89.78035693150957,672,112,12,0
249,90.2132719058524,648,108,12,0
250,-14.684407544838681,1002,167,12,0
251,93.72524988034829,408,68,12,0
252,87.71018794144837,822,137,12,0
253,92.28994798942948,504,84,12,0
254,87.55117413201131,828,138,12,0
255,94.12213083759075,384,64,12,0
