,episode,success,sim_steps,VFE_post_run,noise_stddev,percent_use_fast_thinking,total_reward,agent_time_ratio,agent_id
0,0,True,206,100.68391418457031,"[0.05, 0.05]",0.0,97.31678552495926,6,0
1,1,False,999,28.548561096191406,"[0.05, 0.05]",0.0,-13.71706801071946,6,0
2,2,False,999,34.20066452026367,"[0.05, 0.05]",0.0,-13.341989600979499,6,0
3,3,True,190,59.60545349121094,"[0.05, 0.05]",0.0,97.29087358586982,6,0
4,4,True,716,56.560726165771484,"[0.05, 0.05]",0.0,90.36485874295381,6,0
5,5,True,368,42.709022521972656,"[0.05, 0.05]",0.0,94.44344897300921,6,0
6,6,True,113,74.88142395019531,"[0.05, 0.05]",0.0,98.29596166102436,6,0
7,7,True,139,60.84037780761719,"[0.05, 0.05]",0.0,97.83297552609541,6,0
8,8,True,128,71.0432357788086,"[0.05, 0.05]",0.0,98.19344852723601,6,0
9,9,True,128,66.73698425292969,"[0.05, 0.05]",0.0,97.95467347225146,6,0
10,10,True,82,47.91039276123047,"[0.05, 0.05]",0.0,98.87091403278622,6,0
11,11,True,188,44.24025344848633,"[0.05, 0.05]",0.0,97.09878150305337,6,0
12,12,True,70,50.248191833496094,"[0.05, 0.05]",0.0,98.93782109356368,6,0
13,13,True,204,41.56022644042969,"[0.05, 0.05]",0.0,96.86453789911545,6,0
14,14,True,68,40.374568939208984,"[0.05, 0.05]",0.0,98.78344696307525,6,0
15,15,True,158,56.98963165283203,"[0.05, 0.05]",0.0,97.66706025972074,6,0
16,16,True,68,33.89332580566406,"[0.05, 0.05]",0.0,98.93093476775732,6,0
17,17,True,554,14.045888900756836,"[0.05, 0.05]",0.0,91.90724088343724,6,0
18,18,True,68,36.82736587524414,"[0.05, 0.05]",0.0,98.91392233759046,6,0
19,19,True,73,40.40822982788086,"[0.05, 0.05]",0.0,98.88705208686841,6,0
20,20,True,143,19.971736907958984,"[0.05, 0.05]",0.0,97.77965052339758,6,0
21,21,True,127,23.353343963623047,"[0.05, 0.05]",0.0,98.3378971621533,6,0
22,22,True,151,25.52214813232422,"[0.05, 0.05]",0.0,97.68989139575015,6,0
23,23,True,119,26.048202514648438,"[0.05, 0.05]",0.0,98.40668650039373,6,0
24,24,True,244,35.06383514404297,"[0.05, 0.05]",0.0,96.32534914786838,6,0
25,25,True,69,28.86628532409668,"[0.05, 0.05]",0.0,99.05385662400465,6,0
26,26,True,70,20.388423919677734,"[0.05, 0.05]",0.0,98.8833154801698,6,0
27,27,True,69,28.1522216796875,"[0.05, 0.05]",0.0,99.03343544271857,6,0
28,28,True,103,36.59604263305664,"[0.05, 0.05]",0.0,98.42876407977718,6,0
29,29,True,81,28.256328582763672,"[0.05, 0.05]",0.0,99.03459324776567,6,0
30,30,True,73,21.068700790405273,"[0.05, 0.05]",0.0,98.91768099900403,6,0
31,31,True,72,16.693187713623047,"[0.05, 0.05]",0.0,99.01861959955087,6,0
32,32,True,295,15.15474796295166,"[0.05, 0.05]",0.0,95.36307789638751,6,0
33,33,True,196,20.30848503112793,"[0.05, 0.05]",0.0,96.96624139819875,6,0
34,34,True,97,21.175628662109375,"[0.05, 0.05]",0.0,98.39558793504739,6,0
35,35,True,74,15.69420051574707,"[0.05, 0.05]",0.0,98.82521766521471,6,0
36,36,True,125,20.083600997924805,"[0.05, 0.05]",0.0,98.29491361273864,6,0
37,37,True,158,10.619035720825195,"[0.05, 0.05]",0.0,97.71800020461787,6,0
38,38,True,125,17.08376121520996,"[0.05, 0.05]",0.0,98.2346802317525,6,0
39,39,True,377,7.785799026489258,"[0.05, 0.05]",0.0,94.49495581013699,6,0
40,40,True,70,15.093832015991211,"[0.05, 0.05]",0.0,98.87462733341711,6,0
41,41,True,501,7.229198455810547,"[0.05, 0.05]",0.0,92.52346341816305,6,0
42,42,True,256,6.115586757659912,"[0.05, 0.05]",0.0,96.23170844199026,6,0
43,43,False,999,3.3704700469970703,"[0.05, 0.05]",0.0,-15.469462740987039,6,0
44,44,True,141,16.57046127319336,"[0.05, 0.05]",0.0,97.81172350296426,6,0
45,45,True,381,6.24368953704834,"[0.05, 0.05]",0.0,95.17108135023389,6,0
46,46,True,268,8.338661193847656,"[0.05, 0.05]",0.0,96.02633281457697,6,0
47,47,True,97,7.940412521362305,"[0.05, 0.05]",0.0,98.81293368845436,6,0
48,48,True,118,11.43742847442627,"[0.05, 0.05]",0.0,98.35820013542103,6,0
49,49,True,162,8.649186134338379,"[0.05, 0.05]",0.0,97.89409838177917,6,0
50,50,True,113,10.141005516052246,"[0.05, 0.05]",0.0,98.4710602915208,6,0
51,51,True,845,4.260075569152832,"[0.05, 0.05]",0.0,87.38050560081071,6,0
52,52,True,142,7.560183525085449,"[0.05, 0.05]",0.0,97.82698460397906,6,0
53,53,True,176,11.021310806274414,"[0.05, 0.05]",0.0,97.77133570688773,6,0
54,54,True,161,6.4168829917907715,"[0.05, 0.05]",0.0,97.48010273436107,6,0
55,55,True,78,8.241900444030762,"[0.05, 0.05]",0.0,99.09742813264371,6,0
56,56,True,104,10.710012435913086,"[0.05, 0.05]",0.0,98.71129543873002,6,0
57,57,True,270,5.862215042114258,"[0.05, 0.05]",0.0,96.72146174139745,6,0
58,58,True,357,5.650498867034912,"[0.05, 0.05]",0.0,94.64025327708741,6,0
59,59,True,111,9.15344524383545,"[0.05, 0.05]",0.0,98.36128654073943,6,0
60,60,True,190,6.856614589691162,"[0.05, 0.05]",0.0,97.18264521709028,6,0
61,61,True,114,8.014501571655273,"[0.05, 0.05]",0.0,98.56312801301702,6,0
62,62,True,110,11.070657730102539,"[0.05, 0.05]",0.0,98.29301986852767,6,0
63,63,True,120,8.085948944091797,"[0.05, 0.05]",0.0,98.46862682184323,6,0
64,64,True,108,9.304296493530273,"[0.05, 0.05]",0.0,98.52973201013104,6,0
65,65,True,272,5.792349815368652,"[0.05, 0.05]",0.0,95.72612667526386,6,0
66,66,True,255,11.060285568237305,"[0.05, 0.05]",0.0,96.64950468739211,6,0
67,67,True,352,10.384281158447266,"[0.05, 0.05]",0.0,94.47274197145664,6,0
68,68,True,115,8.914176940917969,"[0.05, 0.05]",0.0,98.3797746632499,6,0
69,69,True,183,11.035758018493652,"[0.05, 0.05]",0.0,97.9180036961055,6,0
70,70,False,999,3.3352231979370117,"[0.05, 0.05]",0.0,-16.045607655203007,6,0
