,reward,timesteps,num_actions,run_num,agent_id
0,-0.0007787531441043085,1002,167,0,0
1,-0.0008484914045991676,1002,167,0,0
2,-0.0009551592014659403,1002,167,0,0
3,-0.0009948023168949716,1002,167,0,0
4,-0.0009352384069741506,1002,167,0,0
5,-0.0010149340348059172,1002,167,0,0
6,-0.0007781328533453874,1002,167,0,0
7,-0.0010141389712821068,1002,167,0,0
8,-0.0008549837203790505,1002,167,0,0
9,-0.0007780685547190643,1002,167,0,0
10,-0.000788664305056153,1002,167,0,0
11,-0.0009668733347947104,1002,167,0,0
12,-0.0007886358718857868,1002,167,0,0
13,-0.0007803004596989387,1002,167,0,0
14,-0.000913445786337049,1002,167,0,0
15,-0.0008279847615430941,1002,167,0,0
16,-0.000898813582054574,1002,167,0,0
17,-0.000887663497440351,1002,167,0,0
18,-0.0008082620599669547,1002,167,0,0
19,-0.0009035435511454239,1002,167,0,0
20,-0.0004347986641831433,1002,167,1,0
21,-0.00043303991479569956,1002,167,1,0
22,-0.0006887585142096593,1002,167,1,0
23,-0.0004346541807309105,1002,167,1,0
24,-0.0004845336764990453,1002,167,1,0
25,-0.0004288684081784274,1002,167,1,0
26,-0.00042886825402985927,1002,167,1,0
27,-0.0004832117629668147,1002,167,1,0
28,-0.00042886826463947906,1002,167,1,0
29,-0.0004326770026996953,1002,167,1,0
30,-0.0006325746178933227,1002,167,1,0
31,-0.00042886824989621657,1002,167,1,0
32,-0.0005052819994254955,1002,167,1,0
33,-0.0004411271006009822,1002,167,1,0
34,-0.00043316071566560667,1002,167,1,0
35,-0.00042926041294431556,1002,167,1,0
36,-0.0005039614097361621,1002,167,1,0
37,-0.00043467895679292075,1002,167,1,0
38,-0.00046064647151048993,1002,167,1,0
39,-0.00047846940404930983,1002,167,1,0
40,-0.0014325111390965312,1002,167,2,0
41,-0.0018395741289433552,1002,167,2,0
42,-0.0015739194236698653,1002,167,2,0
43,-0.0014285116827808249,1002,167,2,0
44,-0.00193658498885172,1002,167,2,0
45,-0.0013666470255930554,1002,167,2,0
46,-0.0024314085862282113,1002,167,2,0
47,-0.0013636870509738134,1002,167,2,0
48,-0.0013871413217849487,1002,167,2,0
49,-0.0014079675825312042,1002,167,2,0
50,-0.0015110412050353648,1002,167,2,0
51,-0.0025482474863761286,1002,167,2,0
52,-0.0018704103057091655,1002,167,2,0
53,-0.002487095003221855,1002,167,2,0
54,-0.0013636496509865136,1002,167,2,0
55,-0.0015764335909036918,1002,167,2,0
56,-0.0015590609347699447,1002,167,2,0
57,-0.002011878369239874,1002,167,2,0
58,-0.0024870232229092046,1002,167,2,0
59,-0.0021103802741622266,1002,167,2,0
60,-0.00312346074680059,1002,167,3,0
61,-0.0034599990871770968,1002,167,3,0
62,-0.002484549576931953,1002,167,3,0
63,-0.002494483061678896,1002,167,3,0
64,-0.003230249557261972,1002,167,3,0
65,-0.002918524950512616,1002,167,3,0
66,-0.0026482167474391996,1002,167,3,0
67,-0.0028560851042238582,1002,167,3,0
68,-0.0029726458032945506,1002,167,3,0
69,-0.0027032214809524654,1002,167,3,0
70,-0.0026414218781083652,1002,167,3,0
71,-0.0024801312827667753,1002,167,3,0
72,-0.002491456709772982,1002,167,3,0
73,-0.0026645844493288456,1002,167,3,0
74,-0.0024772418919881785,1002,167,3,0
75,-0.003445043085726585,1002,167,3,0
76,-0.002594397459077224,1002,167,3,0
77,-0.0027214868734543023,1002,167,3,0
78,-0.002493580420468859,1002,167,3,0
79,-0.00284679222096284,1002,167,3,0
80,-0.002292361594416265,1002,167,4,0
81,-0.0019179344311388352,1002,167,4,0
82,-0.001984407896976522,1002,167,4,0
83,-0.002292797468905194,1002,167,4,0
84,-0.002243598337178328,1002,167,4,0
85,-0.0019062967741052524,1002,167,4,0
86,-0.00197802148268977,1002,167,4,0
87,-0.0018493906877931495,1002,167,4,0
88,-0.002029113421585349,1002,167,4,0
89,-0.0018880897682206498,1002,167,4,0
90,-0.0019230047411181409,1002,167,4,0
91,-0.0020156756895030334,1002,167,4,0
92,-0.0018506301483208415,1002,167,4,0
93,-0.0018598493128573084,1002,167,4,0
94,-0.0021606631177816748,1002,167,4,0
95,-0.0019356746940611415,1002,167,4,0
96,-0.0018490771378202472,1002,167,4,0
97,-0.00226231875388416,1002,167,4,0
98,-0.0022929106534522277,1002,167,4,0
99,-0.002214384932031836,1002,167,4,0
100,-0.002478268215821337,1002,167,5,0
101,-0.0030455368448034223,1002,167,5,0
102,-0.003346436110089313,1002,167,5,0
103,-0.0024499283968054935,1002,167,5,0
104,-0.0022320475897951502,1002,167,5,0
105,-0.0020270487851157468,1002,167,5,0
106,-0.0019052975819574803,1002,167,5,0
107,-0.0027251106634327525,1002,167,5,0
108,-0.0018197612751306251,1002,167,5,0
109,-0.003567469082570946,1002,167,5,0
110,-0.0031071631945093683,1002,167,5,0
111,-0.00235125827613877,1002,167,5,0
112,-0.0035326674450475064,1002,167,5,0
113,-0.0018758764370168436,1002,167,5,0
114,-0.0018407153364965157,1002,167,5,0
115,-0.0020126701122570997,1002,167,5,0
116,-0.001906083804190143,1002,167,5,0
117,-0.0018187471245155304,1002,167,5,0
118,-0.0028143545578178117,1002,167,5,0
119,-0.002078864979057864,1002,167,5,0
120,-0.0016623401853908528,1002,167,6,0
121,-0.0027444976936106566,1002,167,6,0
122,-0.0021193647767902067,1002,167,6,0
123,-0.0018312344846609097,1002,167,6,0
124,-0.0017926126929017133,1002,167,6,0
125,-0.0029942489714622437,1002,167,6,0
126,-0.0019452506670279961,1002,167,6,0
127,-0.001669229451848947,1002,167,6,0
128,-0.0019163171328060173,1002,167,6,0
129,-0.0022123619727500337,1002,167,6,0
130,-0.0024763278369908286,1002,167,6,0
131,-0.0018750739601945598,1002,167,6,0
132,-0.0017862898223268437,1002,167,6,0
133,-0.00257788538879751,1002,167,6,0
134,-0.001983349193067663,1002,167,6,0
135,-0.0032253203645830992,1002,167,6,0
136,-0.0028848190743848657,1002,167,6,0
137,-0.0017866285492235756,1002,167,6,0
138,-0.0036474539842479043,1002,167,6,0
139,-0.0018667492418711533,1002,167,6,0
140,-0.003095124528410476,1002,167,7,0
141,-0.004966289737874319,1002,167,7,0
142,-0.0023761590032785208,1002,167,7,0
143,-0.002582016527513803,1002,167,7,0
144,-0.0024103472871639785,1002,167,7,0
145,-0.007580923212929678,1002,167,7,0
146,-0.0056016176942111535,1002,167,7,0
147,-0.0027285038700516906,1002,167,7,0
148,-0.004956869969320624,1002,167,7,0
149,-0.002214427731926167,1002,167,7,0
150,-0.0034428978184466324,1002,167,7,0
151,-0.005155077217902488,1002,167,7,0
152,-0.00223076908772998,1002,167,7,0
153,-0.002214359020962821,1002,167,7,0
154,-0.002214391583033182,1002,167,7,0
155,-0.0024158665735810143,1002,167,7,0
156,-0.0035361008696151042,1002,167,7,0
157,-0.0038619717026106676,1002,167,7,0
158,-0.0038535423486999285,1002,167,7,0
159,-0.002239770981102091,1002,167,7,0
160,-0.0007804414985408025,1002,167,8,0
161,-1.3454349050381328e-05,1002,167,8,0
162,-0.0012923515989363811,1002,167,8,0
163,-0.0010464502637846484,1002,167,8,0
164,-0.001939844247887672,1002,167,8,0
165,-0.0005226348991040403,1002,167,8,0
166,-0.00021924298835164683,1002,167,8,0
167,-0.0010018092941453348,1002,167,8,0
168,-0.0003017631202152942,1002,167,8,0
169,-4.943703761120594e-05,1002,167,8,0
170,-0.0011169381811044043,1002,167,8,0
171,-0.00041751025059899994,1002,167,8,0
172,-1.3826479507284481e-05,1002,167,8,0
173,-0.0010819308557507418,1002,167,8,0
174,-0.00092268484722058,1002,167,8,0
175,-0.0026292876548229937,1002,167,8,0
