,reward,timesteps,num_actions,run_num,agent_id
0,-0.13342283169871494,1002,167,0,0
1,-0.11015339057258369,1002,167,0,0
2,-0.09438571070294763,1002,167,0,0
3,-0.1500953297899888,1002,167,0,0
4,-0.08510238874565865,1002,167,0,0
5,-0.08548573196210082,1002,167,0,0
6,-0.0950918706504516,1002,167,0,0
7,-0.10820302521408781,1002,167,0,0
8,-0.14955941176847073,1002,167,0,0
9,-0.08511412159130778,1002,167,0,0
10,-0.09409817345229624,1002,167,0,0
11,-0.09200119032811102,1002,167,0,0
12,-0.08565629802876441,1002,167,0,0
13,-0.10414888074381035,1002,167,0,0
14,-0.07912015109113921,1002,167,0,0
15,-0.12869038280047218,1002,167,0,0
16,-0.08307165850572956,1002,167,0,0
17,-0.09810002074936047,1002,167,0,0
18,-0.08543120982264674,1002,167,0,0
19,-0.09354982624363392,1002,167,0,0
20,-0.04301581816829032,1002,167,1,0
21,-0.03188067416858093,1002,167,1,0
22,-0.034396897475527995,1002,167,1,0
23,-0.03586089564334181,1002,167,1,0
24,-0.036686361488474956,1002,167,1,0
25,-0.032537861315406424,1002,167,1,0
26,-0.03312143591119418,1002,167,1,0
27,-0.04459151802435164,1002,167,1,0
28,-0.035985258076048146,1002,167,1,0
29,-0.04669749256666755,1002,167,1,0
30,-0.03318352609647867,1002,167,1,0
31,-0.04073231233489481,1002,167,1,0
32,-0.03599523089257833,1002,167,1,0
33,-0.030839679069619166,1002,167,1,0
34,-0.038889228358031436,1002,167,1,0
35,-0.037298067713378055,1002,167,1,0
36,-0.04356780255076054,1002,167,1,0
37,-0.02993142458244859,1002,167,1,0
38,-0.033730305036353075,1002,167,1,0
39,-0.03372205278857194,1002,167,1,0
40,99.66450557702413,1002,167,2,0
41,-0.06552195518692504,1002,167,2,0
42,-0.012007503552817793,1002,167,2,0
43,99.64953756473399,834,139,2,0
44,-0.01893038442948208,1002,167,2,0
45,-0.005406070146439331,1002,167,2,0
46,-0.12393882776511204,1002,167,2,0
47,-0.2972769554958862,1002,167,2,0
48,-0.06876974100646077,1002,167,2,0
49,-0.0052273850980784405,1002,167,2,0
50,-0.05363510701152937,1002,167,2,0
51,99.73049734943775,810,135,2,0
52,99.72524072844108,996,166,2,0
53,99.70348776457111,924,154,2,0
54,-0.02484670163435495,1002,167,2,0
55,-0.16634383174909395,1002,167,2,0
56,-0.19685505019466348,1002,167,2,0
57,-0.02245832202443394,1002,167,2,0
58,-0.06692069389342345,1002,167,2,0
59,-0.10691304124780272,1002,167,2,0
60,-0.004174978481829393,1002,167,3,0
61,-0.07479544347296857,1002,167,3,0
